-7.722716665002080649e-01 -2.133281303486355418e-01
1.875177537100813918e-01 1.325654900200582686e-01
2.191494770222652821e-01 8.284743849420603268e-02
-4.357013629347926686e-01 -3.149715990045701686e-01
-2.080111221390142928e-01 1.047341097343138655e-01
-7.953153381484674433e-01 -4.288088668988419561e-01
5.727919684577886805e-01 4.538794594458935294e-01
6.802681968324513218e-01 5.226912701967156849e-01
-5.739365792052547599e-01 4.597749796388811983e-01
9.634199341048392817e-01 -4.274310335792421700e-01
1.126587281722926104e-01 1.113066438077873477e-01
-6.213702136742982329e-01 6.207239243470329404e-01
-8.008187864045206439e-01 -4.773505472792085036e-01
-3.718884016619321553e-01 -3.716041427472109304e-01
-5.831977415606725001e-01 5.045664724090522801e-01
4.388358049517824266e-01 -3.050514734538502526e-01
4.436644955236292986e-01 -2.884993667338495715e-01
2.620193592428947671e-01 -3.942503093748431914e-02
4.918323629376986084e-02 2.849926983471112035e-02
3.337281582901909793e-01 -2.898414012536799089e-01
9.827660855045787791e-01 -2.111756234307439195e-01
-7.499405457127017449e-03 7.057006172012002731e-04
-2.108654069214543902e-02 5.522379586970815706e-03
-2.378776169331958679e-01 3.609694575307083320e-02
-7.128002001634887730e-01 3.212063177293241201e-01
-6.513873273494337202e-01 6.159029792442467510e-01
9.541946026961620753e-01 -5.194106625173393610e-01
-3.832767890105402975e-01 -3.812055297074498639e-01
-5.554063753878291099e-01 3.562101084160613218e-01
5.045896419240132325e-01 2.908614722257102381e-02
8.233671982775145892e-01 -6.560483940567266581e-01
2.850306445707324610e-01 -1.214594532200364146e-01
-4.918201406512934248e-01 -5.046577490816519379e-02
-7.297970121536266896e-01 1.832956403802822598e-01
-1.758214210574069458e-01 1.411682000520528280e-01
3.717034319788652397e-01 -3.713845365622310268e-01
5.256281559425957095e-01 1.663689788121416047e-01
1.535588786946275874e-01 1.437756844632337161e-01
4.139127433630314101e-01 -3.654049937360808187e-01
2.274168676038446080e-01 6.367539163644175826e-02
-5.208428191465341861e-02 3.170739444344766039e-02
7.461342201914029637e-01 3.623206670102094989e-02
7.870990842249840913e-01 -3.537977452859070171e-01
8.961760489563614929e-01 -8.646326398941480695e-01
-1.558164598417329794e-01 1.442783570715227282e-01
-7.467601449584529982e-01 3.039461099239850611e-02
4.818804968662455668e-01 -1.087767998698612043e-01
3.010951674829889235e-01 -1.803148025951774591e-01
-6.013954494935258577e-01 5.751318226449869675e-01
-6.984345301009096119e-01 4.215650935118270271e-01
2.556951678015708662e-01 -1.828386933934240954e-02
6.708727035285577678e-01 5.624603524528478671e-01
7.351294451752432568e-01 1.365747182999310083e-01
8.171105829797822295e-01 -6.102720577379597833e-01
8.756114271336210564e-01 -8.755855814257083036e-01
4.783854088137597937e-01 -1.283457676432178951e-01
1.242234926060759026e-01 1.242175786075386534e-01
-2.990533943173026010e-01 -1.728888424601466578e-01
-9.717808346096405980e-01 -3.374285365068739329e-01
6.582605528524281269e-01 6.015955566522003251e-01
2.619432611063343685e-02 8.467458410932732910e-03
-9.431872476419513873e-01 -6.176076575374670474e-01
-1.384065521533482945e-01 1.364470166404224138e-01
-3.112133826830437711e-01 -2.164745141154483243e-01
8.545909033419376577e-01 -8.266388481619035833e-01
3.833484153899915370e-01 -3.812407913218623379e-01
-8.466061190079479104e-01 -7.932839043577836202e-01
-4.541534794482754434e-01 -2.474128279629580762e-01
-6.734431757107255390e-01 5.524662879354886869e-01
-3.421989222471365499e-01 -3.135382122246129222e-01
7.621768922033904659e-01 -1.161731994098731818e-01
5.438400000425345215e-01 2.846798700106239477e-01
-9.880095050954414981e-01 -1.483076357829156422e-01
-5.180994460162322568e-01 1.168254295599575193e-01
-3.250910728904796709e-01 -2.632227172740498888e-01
-8.778244745782648462e-02 7.835569011536926143e-02
9.178920903637648454e-01 -7.877565296247852622e-01
-8.611874374505725793e-01 -8.482471091000207686e-01
9.519950147628497561e-02 8.860183852292355389e-02
-4.674156141012246746e-01 -1.860879140348685457e-01
6.348673592084463912e-01 6.299929937358265120e-01
3.470886125241214870e-01 -3.259568333631528980e-01
-9.077737165931309971e-01 -8.318685469058491044e-01
6.363789199374525474e-02 4.563760814146698014e-02
-5.356901109361366098e-01 2.322805967541683447e-01
-8.831850321531203862e-01 -8.785173712524340095e-01
6.076351373816257784e-01 5.932255577009006853e-01
-1.821674835030738793e-01 1.371480364744241398e-01
-7.374725313596741660e-02 5.897301846398885633e-02
9.272628226062904488e-01 -7.343719824467125346e-01
-2.770917665703312993e-01 -9.252281232518770604e-02
-8.206445988260793190e-01 -6.365339785840971043e-01
-1.013946566665997473e-01 9.696634081019782359e-02
1.658287495917685206e-01 1.444769857495351861e-01
-4.061906400339881928e-01 -3.753870648303123669e-01
5.851967362825754027e-01 5.135072227711311443e-01
-2.555185954490060141e-01 -1.770568663177421800e-02
-9.376190348963522325e-01 -6.620043015166291456e-01
7.146662021929373054e-01 3.069998369878966238e-01
1.312753888959972137e-02 2.155782357812884541e-03
